guidetpye,subjID,picID,score,imprtype,age,gender,ext,agrr,con,neu,ope,choice,SID,SumWeiGA,SumWeiFO,SumWeiEY,SumWeiEB,SumWeiM,SumWeiN,MeaWeiGA,MeaWeiFO,MeaWeiEY,MeaWeiEB,MeaWeiM,MeaWeiN,MeaWeiEyN,MeaWeiNM,MeaWeiEyM,MeaWeiEyNM
eyewatch,P10,AgrF4,2,Agr,19,f,6.5,5.5,2.5,5,1.5,6,subj08F,0,0,8.739818887638979,0,1.620966729823025,40.089094675166244,0,0,0.0021249255744320394,0,3.600548044920091e-4,0.004294953361384856,9.126456238599533e-6,1.5464185928357215e-6,7.650896622621981e-7,3.2860244166938315e-9
eyewatch,P10,OpeM4,-3,Ope,19,f,6.5,5.5,2.5,5,1.5,1,subj08F,0,0,10.915552761538073,0,5.6873730001172085,146.74097534858856,0,0,0.0019446913881236547,0,6.571958631981983e-4,0.013550741097847313,2.6352009515676947e-5,8.905490992775067e-6,1.2780431354720277e-6,1.7318431640662447e-8
eyewatch,P10,ConF5,0,Con,19,f,6.5,5.5,2.5,5,1.5,4,subj08F,0,0,22.376688031109683,0.0020659089225119835,2.6797687058243824e-4,157.66895643832228,0,0,0.004567603190673542,5.043722955351522e-7,5.1385785346584516e-8,0.019249048521343216,8.79220154435171e-5,9.891274754437327e-10,2.3470987710432517e-10,4.517941812819658e-12
eyewatch,P10,NeuF2,-1,Neu,19,f,6.5,5.5,2.5,5,1.5,3,subj08F,0,0,0.8413015565645673,0,7.659917632354528,91.03177267087548,0,0,1.622568093663582e-4,0,0.001014289940724911,0.010007890575074261,1.6238483931991973e-6,1.0150902738173467e-5,1.6457544955441664e-7,1.6470530904842557e-09
eyewatch,P10,ExtF1,3,Ext,19,f,6.5,5.5,2.5,5,1.5,7,subj08F,0.059580908023459306,0,41.015744757252115,0,1.134847403939704,147.06499629282257,2.196936136558234e-5,0,0.006795186341493061,0,1.8268631744039024e-4,0.014957790509847699,1.0164097377143162e-4,2.732583665288893e-6,1.2413875690486053e-6,1.8568415199358136e-8
eyewatch,P10,NeuM3,-1,Neu,19,f,6.5,5.5,2.5,5,1.5,3,subj08F,0,0,14.801121713244111,0,0,221.0543273158923,0,0,0.0028919737618687204,0,0,0.02102675994634189,6.0808838061932884e-5,0,0,0
eyewatch,P10,ExtM4,2,Ext,19,f,6.5,5.5,2.5,5,1.5,6,subj08F,0,0,32.17928490156672,0,0,181.09738443050787,0,0,0.005992418044984491,0,0,0.021171076038170197,1.2686593808286986e-4,0,0,0
eyewatch,P10,OpeM5,-1,Ope,19,f,6.5,5.5,2.5,5,1.5,3,subj08F,0,0,36.818149790604245,0,0,175.45799982375112,0,0,0.006340304768487041,0,0,0.021000359045332272,1.3314867659506018e-4,0,0,0
eyewatch,P10,ExtF3,-1,Ext,19,f,6.5,5.5,2.5,5,1.5,3,subj08F,0.5553839251050423,12.9805172332974,17.512930272332515,7.053375456394508,9.074734098698025,84.41600755829738,3.2824109048761366e-4,5.86504483702214e-4,0.002947808495595441,0.0015093891411073204,0.0021893206510731063,0.01029714656724779,3.035401613132447e-5,2.2543755626802134e-5,6.453698014815845e-6,6.645467435931486e-8
eyewatch,P10,ConF1,3,Con,19,f,6.5,5.5,2.5,5,1.5,7,subj08F,0.002045373670183831,0,2.446778980015641,0.0010493884014735045,23.667273380445014,155.7783336274959,1.1884797618732311e-6,0,5.043865141240242e-4,1.9469172569081716e-7,0.004899042306032915,0.01886164591687806,9.513559834655759e-6,9.24040013081986e-5,2.471010871286063e-6,4.660733211095407e-8
eyewatch,P10,AgrF1,2,Agr,19,f,6.5,5.5,2.5,5,1.5,6,subj08F,0,0,0.19579574062108007,0,0,176.55580856070327,0,0,4.695341501704558e-5,0,0,0.024665522291241027,1.158130504752829e-6,0,0,0
eyewatch,P10,NeuF4,1,Neu,19,f,6.5,5.5,2.5,5,1.5,5,subj08F,0.0011731850529666907,0,57.620557240888004,0.12537863586829515,0,98.1064727648682,6.084984714557525e-7,0,0.009847984488273459,2.4005099725884578e-5,0,0.011200647649830826,1.1030380431415054e-4,0,0,0
eyewatch,P10,NeuF3,-1,Neu,19,f,6.5,5.5,2.5,5,1.5,3,subj08F,0.025793696514173074,0,44.96405285596907,0,106.6725841065045,59.99297360251125,1.212679666862862e-5,0,0.008923209536806722,0,0.020245318676504934,0.006268203281006295,5.593249129571855e-5,1.2690177295308623e-4,1.8065322068988007e-4,1.1323711106526605e-6
eyewatch,P10,ExtF5,-1,Ext,19,f,6.5,5.5,2.5,5,1.5,3,subj08F,0,0,1.1250174691773298e-4,0,1.6053506012714525,175.87913771139955,0,0,1.9757946420395677e-8,0,2.6460369231439795e-4,0.01997718511033616,3.947081530403481e-10,5.2860369422431605e-06,5.228025575386738e-12,1.0444123468107257e-13
eyewatch,P10,ExtM1,-1,Ext,19,f,6.5,5.5,2.5,5,1.5,3,subj08F,0,0,0.14559826393971964,0,0,256.27352707392356,0,0,2.465677628107022e-5,0,0,0.028165021109344275,6.94458624444722e-7,0,0,0
eyewatch,P10,ExtM2,-3,Ext,19,f,6.5,5.5,2.5,5,1.5,1,subj08F,0,0,18.36131233957882,0,0.12054111009048352,141.68532381424075,0,0,0.0032782203784286414,0,1.9351598987073932e-5,0.015095389283426458,4.948601276924194e-5,2.921199199666421e-7,6.343880615460482e-8,9.5763347457959e-10
eyewatch,P10,NeuM2,0,Neu,19,f,6.5,5.5,2.5,5,1.5,4,subj08F,0,0,3.721594757177699,0,0.7082978076740348,138.7709264268763,0,0,8.048431568290871e-4,0,1.1832572797762025e-4,0.01593236813167351,1.2823057462859253e-5,1.8852090575877057e-6,9.523365243960772e-8,1.5172976091916773e-9
